;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR;;;;;;;;;;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;%;;;;;;;;;;
01-01-2023 02:1195;96;37;1,6;0;254;3,8;1,6;25,9;34,8;60,7;3,1;13,7;0;76,6;;;;;;;;;;
01-01-2023 03:1195;55;25;2;0;239;9,2;1,1;20;29,7;49,7;2;13,7;0;74,6;;;;;;;;;;
01-01-2023 04:1195;49;29;1,1;0;215;10;1,1;18,5;25,4;43,9;1,9;13,3;0;74,6;;;;;;;;;;
01-01-2023 05:1195;55;22;1,2;0;229;8,8;0,8;14,9;24,7;39,6;3,3;13,2;0;75,5;;;;;;;;;;
01-01-2023 06:1195;42;19;1,3;0;234;10,9;0,6;14;21,4;35,3;3,6;13,5;0;74,3;;;;;;;;;;
01-01-2023 01:1196;26;19;1,1;0;260;15,6;0,4;5,8;12,5;18,2;1,9;13,2;0;74,6;;;;;;;;;;
01-01-2023 02:1196;23;11;0,6;0;336;11,1;0,5;5,5;15,5;21;1,4;12,4;0;77,8;;;;;;;;;;
01-01-2023 03:1196;18;18;0,4;0;25;14,8;0,4;3,3;10,8;14,1;1,3;12,3;0;78,1;;;;;;;;;;
01-01-2023 04:1196;36;14;0,6;0;15;12,8;0,5;7,6;15;22,6;1,3;12,5;0;77,2;;;;;;;;;;
01-01-2023 05:1196;23;12;0,9;0;284;11,2;0,5;11,2;17,5;28,7;1,2;12,5;0;74,2;;;;;;;;;;
01-01-2023 06:1196;36;16;0,6;0;255;3,1;1;38,2;27,5;65,7;2,7;11,9;0;74,2;;;;;;;;;;
01-01-2023 01:1197;27;13;0,4;0;261;3,6;0,9;25,7;27,3;53;2,2;12,6;53;74,1;;;;;;;;;;
01-01-2023 02:1197;37;13;0,2;0;203;12,4;1;24,9;20,6;45,5;2,7;18,3;210;61,3;;;;;;;;;;
01-01-2023 03:1197;63;37;1;0;358;11,9;1,7;50,6;38,2;89;1,9;18,5;268;55,2;;;;;;;;;;
01-01-2023 04:1197;61;31;2;0;320;10,3;1,2;43,5;36,3;79,7;2,2;18,1;236;55,2;;;;;;;;;;
01-01-2023 05:1197;41;29;2;0;310;10;0,9;35,3;22,5;57,8;6,3;17,1;221;60,7;;;;;;;;;;
01-01-2023 06:1197;32;21;1,1;0,1;287;12,3;0,8;27,1;19;46,1;6;16,1;206;64,7;;;;;;;;;;
01-01-2023 01:1198;30;22;0,9;0;269;17,7;0,7;19,2;18,5;37,7;4,1;17,2;292;62,6;;;;;;;;;;
01-01-2023 02:1198;38;21;1,2;0;278;24,6;0,8;17,2;19,5;36,8;3,5;20,6;455;49,8;;;;;;;;;;
01-01-2023 03:1198;50;25;1,2;0;295;21,9;0,7;18,9;18,2;37;2,5;20,3;330;49;;;;;;;;;;
01-01-2023 04:1198;41;19;1,7;0;315;17,8;0,9;27,5;22,8;50,3;1,5;19,1;164;47,8;;;;;;;;;;
01-01-2023 05:1198;35;20;1,8;0;288;13,2;0,9;25,4;20,7;46,1;1,4;18;38;53,8;;;;;;;;;;
01-01-2023 06:1198;54;16;1,8;0;261;7,2;1,2;22,6;21,8;44,5;1,5;16,5;3;62,3;;;;;;;;;;
01-01-2023 01:1199;42;20;1,8;0;315;4,8;1,3;28;22;49,9;1,3;15,1;0;63,1;;;;;;;;;;
01-01-2023 02:1199;34;14;1,7;0;264;6;1;21,4;18,6;40;2,4;14,9;0;65,9;;;;;;;;;;
01-01-2023 03:1199;30;17;1,1;0;301;4,9;1;24,4;19,8;44,3;1,5;14,6;0;69,2;;;;;;;;;;
01-01-2023 04:1199;31;8;1;0;271;4,3;0,9;19,6;19;38,6;1,1;14,5;0;69,1;;;;;;;;;;
01-01-2023 05:1199;17;10;0,9;0;272;3,1;0,7;12,4;18,2;30,6;1,6;14,2;0;70,6;;;;;;;;;;
01-01-2023 06:1199;36;14;1;0;285;4,1;0,7;18,7;16,5;35,2;1,3;14,2;0;70,1;;;;;;;;;;
01-01-2023 01:1200;17;12;1,8;0;253;5,4;0,5;11,2;13,8;25;1,5;13,3;0;74,7;;;;;;;;;;
01-01-2023 02:1200;9;8;0,8;0;273;6,3;0,4;7,4;12,1;19,5;1,1;12,8;0;77,3;;;;;;;;;;
01-01-2023 03:1200;12;12;0,8;0;265;8,5;0,4;8;9,3;17,3;1;13;0;74,9;;;;;;;;;;
01-01-2023 04:1200;0;11;0,5;3,3;269;6,8;0,4;7;11,6;18,6;0,8;12;0;77,4;;;;;;;;;;
01-01-2023 05:1200;0;21;0,9;3;247;2,1;0,5;17,7;18,7;36,4;1,1;11,4;0;82,3;;;;;;;;;;
01-01-2023 06:1200;0;16;0,4;2;231;1;0,6;17,3;19,1;36,4;1,1;11,2;0;83,1;;;;;;;;;;
01-01-2023 01:1201;0;24;0,8;0;252;1,2;1,4;56,4;22,9;79,4;1,5;11,7;21;83,8;;;;;;;;;;
01-01-2023 02:1201;20;20;0,8;0;236;4,4;1;31,9;19,5;51,5;1,8;13,4;130;81,8;;;;;;;;;;
01-01-2023 03:1201;18;18;0,6;0;247;8,1;0,9;22,6;16,9;39,5;1,7;16,2;161;72,2;;;;;;;;;;
01-01-2023 04:1201;58;23;1,8;0;359;8,9;1,2;39,4;19,2;58,7;1,6;17,5;375;63,3;;;;;;;;;;
01-01-2023 05:1201;40;18;1,5;0;13;11,2;0,9;32,1;20,4;52,5;1,3;18,2;317;58,2;;;;;;;;;;
01-01-2023 06:1201;39;16;1,7;0;223;12,1;0,7;18,8;17;35,7;1,1;17,2;67;60,2;;;;;;;;;;
01-01-2023 01:1202;35;23;1,2;0;120;15;0,6;10,7;14,8;25,5;1,3;19,7;243;60,3;;;;;;;;;;
01-01-2023 02:1202;40;20;1,3;0;231;14,1;0,8;12,4;17,6;29,9;1,7;17,4;47;63,2;;;;;;;;;;
01-01-2023 03:1202;31;23;1,5;0,1;225;11,3;1;21,6;18,6;40,3;1,7;16,3;136;70,1;;;;;;;;;;
01-01-2023 04:1202;39;18;1,7;0;248;13,7;0,8;17,8;13,4;31,2;3,2;18,5;148;58,2;;;;;;;;;;
01-01-2023 05:1202;47;19;2,1;0;241;9,8;0,8;20,8;17,5;38,3;3,1;17;52;61,2;;;;;;;;;;
01-01-2023 06:1202;39;16;2,1;10;296;6,3;0,6;23,1;17,4;40,5;2;14,8;1;70,3;;;;;;;;;;
01-01-2023 01:1203;25;9;0,9;3,4;307;2,3;0,6;32,5;22,2;54,7;1,3;12,4;0;81,7;;;;;;;;;;
01-01-2023 02:1203;26;21;1;0;299;1,6;0,6;40;23,4;63,5;1,3;13;0;83,1;;;;;;;;;;
01-01-2023 03:1203;19;16;1,7;0;272;3,1;0,6;27,5;19,3;46,8;1,3;13,4;0;79,3;;;;;;;;;;
01-01-2023 04:1203;16;11;1,2;0,1;250;3,3;0,6;18,8;18,7;37,4;1,1;12,5;0;80,3;;;;;;;;;;
01-01-2023 05:1203;9;9;0,6;0;297;2,9;0,6;14,9;17,9;32,8;0,9;12,5;0;80,5;;;;;;;;;;
01-01-2023 06:1203;12;12;1,2;0,1;3;3,8;0,6;17,4;16,2;33,6;0,9;12,2;0;80,3;;;;;;;;;;
01-01-2023 01:1204;20;11;1,4;0,5;12;4,5;0,7;14;15,1;29,1;0,9;11,8;0;82,3;;;;;;;;;;
01-01-2023 02:1204;0;12;1,1;1,7;7;5,2;0,7;10,5;14,8;25,2;0,8;11,5;0;82,5;;;;;;;;;;
01-01-2023 03:1204;10;10;1;0,3;339;8,3;0,7;6,9;10,3;17,2;0,7;11,2;0;81,7;;;;;;;;;;
01-01-2023 04:1204;6;6;1;0;29;8,5;0,7;5,5;8,8;14,2;0,7;11,2;0;82;;;;;;;;;;
01-01-2023 05:1204;0;12;0,4;0;36;7,5;0,7;5,5;8,7;14,2;0,7;11,3;0;82,4;;;;;;;;;;
01-01-2023 06:1204;18;11;0,4;0;36;4,6;0,7;3,8;12,8;16,6;0,8;11;0;82,8;;;;;;;;;;
01-01-2023 01:1205;21;12;0,4;0;36;2,4;0,7;14,9;15,1;30,1;0,9;11,4;34;83,5;;;;;;;;;;
01-01-2023 02:1205;38;17;0,4;0;52;3;0,7;18,7;13,1;31,8;1,6;13,6;100;80,8;;;;;;;;;;
01-01-2023 03:1205;40;21;0,5;0;42;7;0;18,8;11,6;30,4;2,7;17,3;271;66,4;;;;;;;;;;
01-01-2023 04:1205;45;24;1,3;0;12;11,6;0;24,1;18,9;43;2,1;18,7;351;56;;;;;;;;;;
01-01-2023 05:1205;26;10;1,2;0;324;14,6;0;14,9;10;24,9;1,8;21,2;657;44,9;;;;;;;;;;
01-01-2023 06:1205;31;14;1,3;0;312;21,2;0;12;12,9;24,9;1,2;22,4;580;41,4;;;;;;;;;;
01-01-2023 01:1206;27;13;2,6;0;254;18,9;0;10,4;11;21,4;1,3;20,1;171;50,6;;;;;;;;;;
01-01-2023 02:1206;26;10;3,1;0;239;13,9;0;15,2;9,8;25;1,1;19,6;296;54,3;;;;;;;;;;
01-01-2023 03:1206;23;14;3,1;0;229;15,7;0;10,2;6,5;16,7;1,8;20,2;238;50,1;;;;;;;;;;
01-01-2023 04:1206;25;17;2,3;0;232;11,3;0;15,6;11,3;26,8;3,3;17,9;42;54,4;;;;;;;;;;
01-01-2023 05:1206;41;21;0,8;0;287;7,3;0;22,9;15,2;38,1;3,4;17;17;58,4;;;;;;;;;;
01-01-2023 06:1206;52;27;1,2;0;23;1,7;0;45,4;25,2;70,6;2;15,9;2;64;;;;;;;;;;
01-01-2023 01:1207;61;24;0,7;0;253;1,2;0;34,8;24,4;59,1;1,7;15,5;0;65,9;;;;;;;;;;
01-01-2023 02:1207;58;21;1,6;0;253;1,6;0;30,2;22;52,2;1,4;15,1;0;68,8;;;;;;;;;;
01-01-2023 03:1207;53;23;1;0;277;1,5;0;27,9;19,1;47;1,7;14,7;0;71,8;;;;;;;;;;
01-01-2023 04:1207;69;28;1,1;0;283;1,1;0;37,1;19,5;56,6;2,9;14,1;0;74;;;;;;;;;;
01-01-2023 05:1207;55;20;1,4;0;248;1,3;0;18,1;16,9;34,9;2,8;13,7;0;76,6;;;;;;;;;;
01-01-2023 06:1207;60;27;0,5;0;280;1,4;0;20,4;16;36,4;4,5;13,3;0;74,2;;;;;;;;;;
01-01-2023 01:1208;43;36;0,8;0;322;0,8;0;22,2;18,5;40,7;3,6;12,8;0;78,2;;;;;;;;;;
01-01-2023 02:1208;49;28;0,7;0;286;0,9;0;19,2;18,8;38,1;3;12,3;0;79,8;;;;;;;;;;
01-01-2023 03:1208;42;27;1;0;259;0,9;0;17,3;18,4;35,7;2,8;12,4;0;80,5;;;;;;;;;;
01-01-2023 04:1208;52;28;1;0;258;0,8;0;24;17;41;3;12,2;0;79,7;;;;;;;;;;
01-01-2023 05:1208;40;30;0,4;0;254;0,7;0;24,1;17,8;41,9;2,9;11,5;0;79,9;;;;;;;;;;
01-01-2023 06:1208;54;28;0,4;0;254;0,7;0;42,9;12,3;55,2;2,1;10,6;0;79,4;;;;;;;;;;
01-01-2023 01:1209;132;55;1;0;259;1,2;0;139,3;23,6;163;3,1;11,6;35;80;;;;;;;;;;
01-01-2023 02:1209;115;58;1,2;0;241;1,5;0;113,4;30,6;144,1;5,6;12,9;85;76,9;;;;;;;;;;
01-01-2023 03:1209;124;53;1,1;0;250;2,1;0;96,7;40,4;137,1;7,6;15,8;197;69,5;;;;;;;;;;
01-01-2023 04:1209;114;61;0,7;0;276;4,6;0;59;40,6;99,5;6;17,9;282;61;;;;;;;;;;
01-01-2023 05:1209;107;56;0,4;0;7;9,8;0;43,3;49,1;92,4;3,4;20,2;299;52,1;;;;;;;;;;
01-01-2023 06:1209;82;41;0,5;0;262;14,4;0;33,4;44,9;78,4;2,3;21,9;304;46,7;;;;;;;;;;
01-01-2023 01:1210;40;17;1,1;0;131;13,6;0;10,7;17,4;28,1;1,5;20,1;117;50,6;;;;;;;;;;
01-01-2023 02:1210;73;37;2,7;0;247;16,4;0;20,5;29,5;50;2,1;19,5;293;58,7;;;;;;;;;;
01-01-2023 03:1210;86;40;2,4;0;238;19,6;0;16,4;21,4;37,8;2,2;21,3;409;56,8;;;;;;;;;;
01-01-2023 04:1210;57;28;0,7;10;345;8,7;0;22,4;25,9;48,3;1,7;16,2;33;67;;;;;;;;;;
01-01-2023 05:1210;44;35;1,5;0,1;245;4,2;0;34,4;35,3;69,7;1,6;14,8;45;77,8;;;;;;;;;;
01-01-2023 06:1210;57;45;1;0;303;2,8;0;41,6;40,8;82,5;1,7;14,7;4;79,3;;;;;;;;;;
01-01-2023 01:1211;75;44;0,9;0;279;1,2;0;63,6;44,6;108,2;2,2;14,1;0;80,9;;;;;;;;;;
01-01-2023 02:1211;102;51;0,9;0;284;0,9;0;51,9;41,8;93,7;1,9;13,7;0;82,2;;;;;;;;;;
01-01-2023 03:1211;108;48;0,6;0;288;1;0;48,4;38,4;86,8;2,6;14,1;0;81,3;;;;;;;;;;
01-01-2023 04:1211;123;65;0,9;0;317;1;0;59,3;38,3;97,7;3,4;14,2;0;79,7;;;;;;;;;;
01-01-2023 05:1211;97;42;0,9;0;9;0,9;0;37,2;38,7;75,9;2,5;13,7;0;80,2;;;;;;;;;;
01-01-2023 06:1211;94;46;0,5;0;16;0,8;0;35,5;38;73,5;2,4;13,5;0;80,5;;;;;;;;;;
01-01-2023 01:1212;76;47;0,6;0;18;0,8;0;33,6;33,8;67,4;2,8;13,3;0;80;;;;;;;;;;
01-01-2023 02:1212;37;16;0,3;0;73;1;0;14,2;16,1;30,3;2,1;13,1;0;75,5;;;;;;;;;;
01-01-2023 03:1212;21;20;0,5;19,3;184;1,8;0;15,1;14,9;30;1,5;11,8;0;77,5;;;;;;;;;;
01-01-2023 04:1212;24;16;0,6;2,6;248;2,1;0;21,9;14,7;36,6;1,3;10,9;0;85,8;;;;;;;;;;
01-01-2023 05:1212;32;26;0,5;0;275;0,8;0;35,7;22,3;58;1,5;11,6;0;87,2;;;;;;;;;;
01-01-2023 06:1212;40;20;0,3;0;280;0,7;0;44,4;18;62,4;1,4;10,5;1;87,2;;;;;;;;;;
01-01-2023 01:1213;60;24;0,5;0;90;0,9;0;61,8;19,5;81,3;2;10,8;41;87,3;;;;;;;;;;
01-01-2023 02:1213;69;25;0,1;0;256;1,8;0;55,9;20,9;76,7;3,2;14,4;169;87,6;;;;;;;;;;
01-01-2023 03:1213;100;47;0,9;0;265;4,8;0;52,4;32,5;84,9;3,9;18,6;314;86,7;;;;;;;;;;
01-01-2023 04:1213;83;42;0,1;0;309;10,1;0;23;30,3;53,3;3,7;0;101;94,6;;;;;;;;;;
01-01-2023 05:1213;69;33;0,5;0;222;14,6;0;17,6;31,5;49,1;3,1;19,9;164;68,9;;;;;;;;;;
01-01-2023 06:1213;72;38;1,5;0;239;20;0;16,9;27,2;44,1;2,6;20,7;349;52,1;;;;;;;;;;
01-01-2023 01:1214;75;36;3;0;233;19,1;0;17,4;22,2;39,6;2,2;20,3;471;56,8;;;;;;;;;;
01-01-2023 02:1214;67;28;3,3;0;233;29;0;12,5;18;30,5;2,1;22,5;696;52,2;;;;;;;;;;
01-01-2023 03:1214;63;31;3,1;0;244;30,6;0;10,5;17,9;28,4;1,7;20,4;295;55,7;;;;;;;;;;
01-01-2023 04:1214;46;21;2,2;0;47;9,9;0;31,6;29,5;61,2;1,4;14,7;35;66,1;;;;;;;;;;
01-01-2023 05:1214;40;16;1;0;68;13,8;0;14,6;24,7;39,3;1,2;15,9;63;67,2;;;;;;;;;;
01-01-2023 06:1214;62;35;0,4;0;155;9,7;0;7,6;37,3;44,9;1,5;15,3;8;66,8;;;;;;;;;;
01-01-2023 01:1215;105;41;0,5;0;280;3,1;0;37,4;46,1;83,5;1,6;14,5;0;73,8;;;;;;;;;;
01-01-2023 02:1215;124;50;0,4;0;252;1,3;0;53,1;46,1;99,2;1,9;13,7;0;75,2;;;;;;;;;;
01-01-2023 03:1215;128;61;0,3;0;219;1,1;0;77,7;43,9;121,5;1,8;12,6;0;77,1;;;;;;;;;;
01-01-2023 04:1215;103;53;0,6;0;99;0,9;0;69,4;35,5;105;1,9;12,5;0;78,1;;;;;;;;;;
01-01-2023 05:1215;100;37;1;0;51;1;0;79,7;28,9;108,6;2;13,6;0;75,7;;;;;;;;;;
01-01-2023 06:1215;118;49;0,4;0;337;1;0;55,8;40,2;96,1;4,5;13,6;0;77,8;;;;;;;;;;
01-01-2023 01:1216;141;69;0,5;0;261;1,1;0;62,2;37,5;99,7;6,7;13,7;0;76,9;;;;;;;;;;
01-01-2023 02:1216;72;43;1,5;0,6;244;3,5;0;9,3;23,8;33,1;5,8;13,5;0;77,8;;;;;;;;;;
01-01-2023 03:1216;23;14;1,5;6,1;253;8;0;6,2;13,2;19,4;2,7;12,2;0;80,4;;;;;;;;;;
01-01-2023 04:1216;12;12;1,4;2,5;244;7,9;0;6,9;16,3;23,2;1,8;11,2;0;83,1;;;;;;;;;;
01-01-2023 05:1216;0;18;0,5;0,3;193;2,9;0;22,6;25,1;47,7;1,6;11,2;0;84,2;;;;;;;;;;
01-01-2023 06:1216;19;19;0,4;0;191;1,3;0;22;29,5;51,6;1,4;11,3;0;84,2;;;;;;;;;;
01-01-2023 01:1217;50;34;0;0;78;1,2;0;83,1;39,9;123;1,9;11,9;31;83,7;;;;;;;;;;
01-01-2023 02:1217;51;33;0,7;0;35;2,2;0;72;40,2;112,3;3,8;13,9;96;78,7;;;;;;;;;;
01-01-2023 03:1217;70;45;0,5;0;306;4,4;0;50,6;39,7;90,3;4,3;16;184;71,4;;;;;;;;;;
01-01-2023 04:1217;60;32;0;0,1;0;0;0;0;0;0;0;19,2;0;0;;;;;;;;;;
01-01-2023 05:1217;46;27;1,2;0;272;22,7;0,7;19,7;25,6;45,3;2;21,1;493;48,4;;;;;;;;;;
01-01-2023 06:1217;34;15;1,8;0;242;26,5;0,4;11,1;14,4;25,4;1,7;21,3;402;46,6;;;;;;;;;;
01-01-2023 01:1218;37;21;1,8;0;225;27,7;0,4;13,2;16,2;29,3;1,7;21,5;311;46,9;;;;;;;;;;
01-01-2023 02:1218;21;18;0,9;0;150;25,9;0,2;5,4;9,3;14,7;1,7;21,5;235;49,5;;;;;;;;;;
01-01-2023 03:1218;47;18;1,7;0;208;21,8;0,4;11,3;15,8;27,2;2;19,5;103;54,3;;;;;;;;;;
01-01-2023 04:1218;35;22;1,3;0,5;128;17,7;0,4;6,8;20,6;27,4;1,7;15,9;30;65,8;;;;;;;;;;
01-01-2023 05:1218;34;25;0,8;0;133;9,2;0,6;8,7;30,7;39,4;1,5;13,6;10;76,2;;;;;;;;;;
01-01-2023 06:1218;41;25;0,5;0,2;188;3,3;1;14,8;38,3;53,1;1,4;13,3;0;79;;;;;;;;;;
01-01-2023 01:1219;31;19;1,8;0;228;5,4;1,2;29,4;29,8;59,2;1,3;13,8;0;78,4;;;;;;;;;;
01-01-2023 02:1219;46;18;1,2;0;240;4,5;1,3;32,1;30,4;62,5;1,5;13,8;0;77,8;;;;;;;;;;
01-01-2023 03:1219;44;14;0,7;0;265;3,6;0,8;16,1;27,9;44;2,2;13,6;0;76,8;;;;;;;;;;
01-01-2023 04:1219;42;15;1,2;0;263;6,8;0,7;16,1;22,6;38,6;1,9;13,7;0;74,8;;;;;;;;;;
01-01-2023 05:1219;18;10;0,9;0;244;7,1;0,5;9,9;19,4;29,3;1,6;13,1;0;75,9;;;;;;;;;;
01-01-2023 06:1219;17;11;0,5;0,1;201;4,1;0,4;8,5;22,8;31,3;1,3;12,4;0;78,1;;;;;;;;;;
01-01-2023 01:1220;21;17;0,5;0;199;2,3;0,4;8,8;24;32,8;1,3;12,3;0;80;;;;;;;;;;
01-01-2023 02:1220;16;8;0,7;0;211;8,7;0,3;6,2;13,2;19,5;1,4;12,7;0;79,1;;;;;;;;;;
01-01-2023 03:1220;22;11;0,9;0;247;10,7;0,2;5,4;11,4;16,7;1,9;12,9;0;76,1;;;;;;;;;;
01-01-2023 04:1220;30;13;0,8;0;243;7,1;0,3;8,7;16,3;25;2,5;12,9;0;76,7;;;;;;;;;;
01-01-2023 05:1220;32;18;0,4;0;239;2,8;0,4;17,8;21,4;39,2;2,4;12,5;0;78,2;;;;;;;;;;
01-01-2023 06:1220;46;26;0,2;0;107;1,1;0,7;31;24,9;55,8;1,7;12,5;0;78,7;;;;;;;;;;
01-01-2023 01:1221;54;24;0,5;0;120;1,5;0,9;45,7;19,5;65,2;1,9;12,8;36;78,3;;;;;;;;;;
01-01-2023 02:1221;56;27;0,7;0;107;4,9;0,8;29,3;19,5;48,8;2,3;16;161;69,5;;;;;;;;;;
01-01-2023 03:1221;32;14;0,8;0;96;14,1;0,5;15,2;14,6;29,8;2,5;19,3;275;55,9;;;;;;;;;;
01-01-2023 04:1221;17;14;0,9;0;137;22,8;0,3;8,2;8,2;16,4;1,6;22,4;606;47,7;;;;;;;;;;
01-01-2023 05:1221;78;36;2,7;0;251;12,6;0,7;19,5;22,6;42,1;2;19;101;55,6;;;;;;;;;;
01-01-2023 06:1221;64;35;2,2;0,5;267;4,3;0,9;30,6;28,4;59;2;14,2;11;77,4;;;;;;;;;;
01-01-2023 01:1222;49;40;1,9;1,9;24;5,2;1,3;54,5;35,5;89,9;1,8;13,4;68;80,7;;;;;;;;;;
01-01-2023 02:1222;30;26;1,1;0;63;12,3;0,8;19,9;25,8;45,8;1,7;14,6;124;77,5;;;;;;;;;;
01-01-2023 03:1222;26;11;0,9;0;82;17,5;0,6;18,6;20,7;39,4;2,1;18,6;293;64;;;;;;;;;;
01-01-2023 04:1222;53;31;1;0,4;226;11,2;0,9;23,4;31,3;54,7;2,4;16,9;31;61,8;;;;;;;;;;
01-01-2023 05:1222;37;24;0,5;3;153;4,7;0,7;14,9;31,4;46,3;1,9;13,1;3;74,8;;;;;;;;;;
01-01-2023 06:1222;41;26;0,5;1,8;97;3,2;1,2;30;36,8;66,8;2;12,4;0;80,6;;;;;;;;;;
01-01-2023 01:1223;37;34;1;0;58;1,5;1,9;51,7;46,1;97,8;2,4;12,5;0;81,5;;;;;;;;;;
01-01-2023 02:1223;61;48;0,4;0;57;0,9;2;54,8;44,9;99,7;3,1;12,3;0;82,2;;;;;;;;;;
01-01-2023 03:1223;68;44;0,2;0;302;0,9;2,5;84,3;45,7;130;3,6;12,9;0;83;;;;;;;;;;
01-01-2023 04:1223;50;23;0,6;0;281;1,2;1,2;34,1;29,2;63,4;2,5;12,8;0;81,5;;;;;;;;;;
01-01-2023 05:1223;63;34;0,6;0;324;1;1,1;35,9;30,7;66,6;2,9;12,6;0;81,6;;;;;;;;;;
01-01-2023 06:1223;52;22;1,1;0;20;1;0,9;28;29,7;57,6;2,2;12,5;0;81,7;;;;;;;;;;
01-01-2023 01:1224;49;23;0,7;0;19;2,1;0,6;17,5;26,2;43,7;1,7;12,1;0;82;;;;;;;;;;
01-01-2023 02:1224;48;30;0,7;0;17;1,9;0,6;21,7;26,2;48;1,8;12,4;0;82,1;;;;;;;;;;
01-01-2023 03:1224;53;32;0,5;0;353;0,9;0,7;38,5;30,8;69,4;1,9;12,4;0;81,7;;;;;;;;;;
01-01-2023 04:1224;54;36;0,5;0;353;0,8;0,7;42;30,8;72,8;1,9;12,1;0;81,8;;;;;;;;;;
01-01-2023 05:1224;66;37;0,5;0;353;0,8;0,9;56;32,7;88,7;1,9;12,1;0;82,4;;;;;;;;;;
01-01-2023 06:1224;46;25;0,4;0;353;0,7;1;47,7;22,4;70,1;1,5;11,5;1;81,7;;;;;;;;;;
01-01-2023 01:1225;78;31;0,4;0;353;1,4;1,5;79,2;28,4;107,6;1,8;12,9;77;82;;;;;;;;;;
01-01-2023 02:1225;73;43;0,5;0;353;3,6;1,1;43;29,8;72,8;2,2;15,6;135;72,8;;;;;;;;;;
01-01-2023 03:1225;81;49;0,4;0;274;9,5;1,3;38,6;37,3;75,9;1,9;17,8;251;62,6;;;;;;;;;;
01-01-2023 04:1225;111;61;0,9;0;297;13,4;1,7;43,3;59,1;102,4;1,5;18,7;248;57,6;;;;;;;;;;
01-01-2023 05:1225;121;56;1,9;0;234;18,1;1,2;26,5;53;79,5;1,5;20,1;271;52,9;;;;;;;;;;
01-01-2023 06:1225;91;50;1,7;0;217;24,6;0,9;15,7;36,3;52;1,7;20;224;55;;;;;;;;;;
01-01-2023 01:1226;76;41;3,2;0;218;13,8;0,7;20,7;26,7;47,4;2,2;18;101;62,6;;;;;;;;;;
01-01-2023 02:1226;52;28;3,1;0;222;11,2;0,7;22,5;23,1;45,5;1,5;17,3;85;64,4;;;;;;;;;;
01-01-2023 03:1226;40;26;1,3;0,5;196;10,1;0,5;14,3;19,4;33,7;2,2;16,6;68;68,6;;;;;;;;;;
01-01-2023 04:1226;27;23;0,6;0,7;204;11,2;0,6;18,6;22;40,6;1,7;15;75;68,8;;;;;;;;;;
01-01-2023 05:1226;58;39;1;0;250;6;1,2;36,8;32,9;69,7;2,1;15,6;35;74,3;;;;;;;;;;
01-01-2023 06:1226;77;31;1;0;244;4,9;1,5;31,9;34,9;66,9;2;14,7;5;77;;;;;;;;;;
01-01-2023 01:1227;85;38;0,9;0;241;1,6;1,8;38,4;38,6;77;2,2;14,4;0;78,9;;;;;;;;;;
01-01-2023 02:1227;72;41;0,4;0;235;0,9;1,4;25,5;33,7;59,2;1,9;13,6;0;78,8;;;;;;;;;;
01-01-2023 03:1227;99;44;0,4;0;235;0,8;1,7;47,6;36,1;83,7;1,9;13,7;0;80,6;;;;;;;;;;
01-01-2023 04:1227;123;45;0,9;0;249;0,9;2;68,2;38,4;106,6;2,6;14,2;0;79,3;;;;;;;;;;
01-01-2023 05:1227;119;56;1,3;0;219;1;1,9;71,7;40,8;112,5;4,8;14,3;0;77,9;;;;;;;;;;
01-01-2023 06:1227;51;28;0,5;1,1;177;5;0,8;27,9;23,6;51,5;4,9;13,7;0;77,3;;;;;;;;;;
01-01-2023 01:1228;16;8;0,4;0,1;123;3,3;0,5;16,9;21,9;38,8;2,2;12,4;0;79,2;;;;;;;;;;
01-01-2023 02:1228;26;10;0,6;0;100;1,1;0,7;19,3;26,3;45,6;1,8;12,7;0;81,6;;;;;;;;;;
01-01-2023 03:1228;15;15;0,5;0,9;152;3,5;0,5;12,4;21,5;33,9;1,5;12,3;0;81,1;;;;;;;;;;
01-01-2023 04:1228;18;17;0,5;0;110;5,8;0,4;18,5;18,6;37,2;1,3;11,6;0;80,1;;;;;;;;;;
01-01-2023 05:1228;20;15;0,7;0,1;73;0,9;0,8;40,5;29,1;69,6;1,3;11,8;0;81,8;;;;;;;;;;
01-01-2023 06:1228;33;27;0,5;0;72;0,8;1,5;71,9;34;105,9;1,4;11,9;0;82,3;;;;;;;;;;
01-01-2023 01:1229;28;18;0,4;0;73;1,3;1,1;51,1;29;80,1;1,2;12,4;22;83;;;;;;;;;;
01-01-2023 02:1229;30;25;0,7;0,5;77;2,6;1,4;48;30;78;1,4;13,2;75;80,4;;;;;;;;;;
01-01-2023 03:1229;21;11;0,8;0,3;88;6,8;0,7;25;21,3;46,3;1,5;14,1;146;75,1;;;;;;;;;;
01-01-2023 04:1229;16;15;0,9;0;101;11,3;0,7;19,2;18,7;38;1,4;16,2;190;67,8;;;;;;;;;;
01-01-2023 05:1229;9;9;1,4;0;127;16,9;0,2;4,9;4,8;9,7;1,1;18,5;313;62,3;;;;;;;;;;
