;;;;;;;;;;
;;;;;;;;;;
DateTime;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb
01-01-2023 04:492;25,3;8;0,9;3,9;108;0;0,7;17,1;13,5;30,6
01-01-2023 05:492;20,1;14;0,8;0,6;101;0;0,7;14,6;11,4;26
01-01-2023 06:492;18,9;12;1;0;133;0;1,2;24,7;13,2;38
01-01-2023 07:492;13,6;9;1;0;129;0;1,4;29,6;12,2;41,8
01-01-2023 01:493;12,5;11;0,7;0;130;0;1,1;29,4;11,3;40,6
01-01-2023 02:493;13,8;9;1;0,4;137;0;1,5;48;14,7;62,7
01-01-2023 03:493;15,6;8;1,2;0;130;0;1,4;40,4;16,1;56,5
01-01-2023 04:493;0;17;1,2;0;97;0;0,9;19,1;19,3;38,4
01-01-2023 05:493;13;13;0,7;0;145;0;0,5;8,1;8,3;16,4
01-01-2023 06:493;9,1;7;0,7;0;119;0;0,5;6,2;8,2;14,4
01-01-2023 07:493;12,8;10;0,2;11,6;160;0;0,6;8;12,3;20,3
01-01-2023 01:494;10,6;9;0,2;3,9;238;0;0,5;5,4;16,8;22,2
01-01-2023 02:494;15;15;0,7;3,7;277;0;0,4;3;13,6;16,6
01-01-2023 03:494;11,2;9;0,3;0,2;163;0;0,3;2,6;9,4;12
01-01-2023 04:494;9;9;1,4;0,1;85;0;0,5;11,3;9,1;20,4
01-01-2023 05:494;11,3;6;0,4;0;160;0;1,4;57,3;16,5;73,8
01-01-2023 06:494;0;19;0,2;0;63;0;2,4;100,4;27,3;127,7
01-01-2023 07:494;0;27;0,8;0;88;0;2,4;84,8;35,8;120,6
01-01-2023 01:495;0;32;1,3;0;109;0;1,8;44,5;38,5;82,9
01-01-2023 02:495;23,6;23;1,3;0;76;0;1,6;25,2;41,9;67,2
01-01-2023 03:495;32,4;26;0,9;0,1;71;0;1,3;13,8;39,9;53,7
01-01-2023 04:495;34,3;24;0,4;10,6;35;0;1,3;26,7;34,2;60,9
01-01-2023 05:495;33,3;31;1,3;4,8;86;0;1,5;33,4;37,7;71,1
01-01-2023 06:495;0;35;0,1;0;30;0;1,6;37,9;40,4;78,4
01-01-2023 07:495;0;34;0,3;0;82;0;2,5;57,4;60,2;117,6
01-01-2023 01:496;0;49;0,4;0;17;0;3;66,6;71,9;138,5
01-01-2023 02:496;0;55;0,7;0;142;0;3,3;76,2;54,6;130,7
01-01-2023 03:496;54,4;48;1;0;157;0;2;38,8;28;66,9
01-01-2023 04:496;43;23;0,5;0;117;0;1,9;38,8;27,2;66,1
01-01-2023 05:496;38,3;26;1;0;133;0;1,7;44,3;22,2;66,5
01-01-2023 06:496;34,8;20;1;0;109;0;1,2;37,5;13,8;51,3
01-01-2023 07:496;36,6;12;0,8;0;130;0;0,8;21,2;12,5;33,6
01-01-2023 01:497;26,9;8;0,4;0;86;0;1;39;16,8;55,9
01-01-2023 02:497;23,9;15;0,4;0;141;0;0,7;18,7;11,6;30,3
01-01-2023 03:497;18,1;10;0,5;0;100;0;0,6;13,5;20,9;34,4
01-01-2023 04:497;16;16;0,3;0;78;0;0,5;10,3;13,9;24,3
01-01-2023 05:497;14,6;7;0,5;0;111;0;0,3;5,9;6;12
01-01-2023 06:497;11,4;5;0,4;0;155;0;0,3;6,9;5,4;12,4
01-01-2023 07:497;11;5;0,3;0;128;0;0,7;29,5;7,8;37,3
01-01-2023 01:498;10;10;0,6;0;154;0;1,3;50,2;9,3;59,5
01-01-2023 02:498;15,7;13;0,5;0,1;172;0;1,9;77,8;14,2;92
01-01-2023 03:498;21;21;0,5;0,6;61;0;1,8;72;20,5;92,5
01-01-2023 04:498;18,4;16;1,3;0,1;187;0;0,8;28;14,7;42,7
01-01-2023 05:498;13,5;10;2,4;0,7;168;0;0,3;11,4;7,6;19
01-01-2023 06:498;11;10;1,8;1,4;187;0;0,3;8;6,6;14,6
01-01-2023 07:498;11,4;6;0,3;0,6;44;0;1;37,8;18,1;55,8
01-01-2023 01:499;0;18;0,2;0,1;240;0;1,3;45,7;24,6;70,3
01-01-2023 02:499;23,3;17;0,4;0;312;0;1,4;43,7;33,3;77
01-01-2023 03:499;0;26;0,7;0;301;0;1,3;30,1;36,7;66,9
01-01-2023 04:499;27,5;19;0,7;0;20;0;1;19,9;28,5;48,4
01-01-2023 05:499;27,5;12;0,9;0;106;0;1,6;31,3;41;72,3
01-01-2023 06:499;30,5;25;0,2;0;116;0;2,1;59,7;25,3;85
01-01-2023 07:499;29,8;20;0,9;0;145;0;1;28,3;12,1;40,4
01-01-2023 01:500;21,5;6;0,8;0;155;0;0,9;28,8;9,7;38,5
01-01-2023 02:500;16,5;7;0,9;0;141;0;1;35,2;9,6;44,8
01-01-2023 03:500;15,3;6;1,2;0;137;0;1;26,5;9;35,5
01-01-2023 04:500;12,4;6;1,3;0;150;0;0,8;19,2;9,4;28,6
01-01-2023 05:500;14,2;6;0,9;0;144;0;0,6;15,2;6,9;22,1
01-01-2023 06:500;10,7;6;1;0;132;0;0,5;15;6,1;21,1
01-01-2023 07:500;10,7;4;0,7;0,2;96;0;0,4;16,6;7;23,6
01-01-2023 01:501;11,8;6;0,5;0;248;0;0,6;29;8,7;37,7
01-01-2023 02:501;14,2;8;0,7;0;150;0;0,7;28,5;9;37,4
01-01-2023 03:501;11,2;6;0,7;0;147;0;0,9;41;8,1;49,1
01-01-2023 04:501;14,6;11;0,4;0,2;181;0;1,2;53,8;8,3;62,1
01-01-2023 05:501;15;15;0,3;0,2;199;0;1,4;65,6;11,1;76,7
01-01-2023 06:501;0;22;0,5;0;290;0;2,2;110,7;28,9;139,6
01-01-2023 07:501;0;36;0,3;0;46;0;1,9;71,3;38,4;109,7
01-01-2023 01:502;36,1;29;0,3;0;348;0;1,5;45,5;32,9;78,4
01-01-2023 02:502;40,2;20;2,7;0;210;0;0,3;6,5;5,7;12,2
01-01-2023 03:502;39,4;2;2,9;0;239;0;0,4;8;6,3;14,3
01-01-2023 04:502;28,8;2;2,6;0;226;0;0,4;7,6;5,7;13,3
01-01-2023 05:502;23,2;7;3;0;210;0;0,3;6,1;5,7;11,8
01-01-2023 06:502;17,4;6;1,5;0;218;0;0,3;6,3;5,4;11,7
01-01-2023 07:502;12,8;3;2,6;0;99;0;0,3;4,7;4,2;8,9
01-01-2023 01:503;8,9;3;2,3;0;88;0;0,3;3,3;3,8;7,1
01-01-2023 02:503;6,3;1;1,5;0;85;0;0,4;6,8;7,2;14
01-01-2023 03:503;5,6;0;0,6;0,1;95;0;0,6;13,8;9;22,8
01-01-2023 04:503;4,8;3;1,2;0;106;0;0,6;15;8;23
01-01-2023 05:503;6;6;0,8;0;132;0;0,5;15,4;7,7;23,1
01-01-2023 06:503;5;5;0,5;0,1;113;0;0,5;12,8;7,7;20,4
01-01-2023 07:503;7,6;6;0,6;0;105;0;0,6;16;9,2;25,1
01-01-2023 01:504;7;5;0,6;0;122;0;0,7;18,3;10,6;28,9
01-01-2023 02:504;6;3;0,7;0;91;0;0,5;11,5;9,1;20,6
01-01-2023 03:504;5,7;4;0,4;0;133;0;0,5;16,7;7,5;24,2
01-01-2023 04:504;6;6;0,5;0;180;0;0,5;12,1;8;20,1
01-01-2023 05:504;6,4;4;0,6;0;108;0;0,5;12,5;9,3;21,8
01-01-2023 06:504;6,6;3;0,3;0;194;0;0,6;19,5;10,5;30
01-01-2023 07:504;6,3;6;0,6;0,2;125;0;0,6;17,7;7;24,8
01-01-2023 01:505;0;7;0,1;0;329;0;0,9;30,7;13,1;43,8
01-01-2023 02:505;0;12;0,8;0;282;0;0,8;27,1;16,6;43,7
01-01-2023 03:505;0;8;0,8;0;39;0;0,8;22,7;17,6;40,3
01-01-2023 04:505;0;11;0,9;0;234;0;0,3;6,5;7;13,5
01-01-2023 05:505;6,7;6;2,4;0;200;0;0,2;2,3;3,1;5,4
01-01-2023 06:505;6,9;1;2,9;0;88;0;0,2;2,2;2,6;4,8
01-01-2023 07:505;7,1;0;2,5;0;185;0;0,2;1,2;2,5;3,7
01-01-2023 01:506;6,7;1;4,8;0;207;0;0,2;2;3,1;5,1
01-01-2023 02:506;6,4;2;3,2;0;200;0;0,2;2;3,2;5,2
01-01-2023 03:506;5,9;1;1,8;0;226;0;0,3;5,4;5,9;11,3
01-01-2023 04:506;5,7;2;0,6;0;94;0;0,5;7,6;7;14,7
01-01-2023 05:506;5,5;5;0,7;0;125;0;0,4;5,5;5,7;11,2
01-01-2023 06:506;6;6;1;0;137;0;0,5;12,7;7;19,7
01-01-2023 07:506;0;9;1,5;0;140;0;0,7;18,9;9,1;28
01-01-2023 01:507;0;12;0,9;0;146;0;0,7;19,5;10,8;30,3
01-01-2023 02:507;0;9;0,6;0;136;0;0,8;14,3;11,5;25,8
01-01-2023 03:507;0;13;0,6;0;139;0;0,7;12,4;12,5;24,9
01-01-2023 04:507;0;16;0,5;0;144;0;0,7;9,6;11,3;20,9
01-01-2023 05:507;0;13;0,4;0;134;0;0,7;10,4;9,5;20
01-01-2023 06:507;0;9;0,8;0;144;0;0,5;6;8,9;14,9
01-01-2023 07:507;0;14;0,9;0;146;0;0,4;5,1;6,9;12
01-01-2023 01:508;12,4;8;0,8;0;133;0;0,4;11,9;6,6;18,5
01-01-2023 02:508;10,5;4;0,9;0;146;0;0,7;29,4;7,6;37
01-01-2023 03:508;10,5;5;0,6;0;153;0;1,4;62,3;8,8;71,2
01-01-2023 04:508;13;13;0,7;0;106;0;1,5;56,5;14;70,5
01-01-2023 05:508;19,8;14;0,6;0;58;0;1,7;59,2;31,9;91
01-01-2023 06:508;32,1;21;1,2;0;71;0;1,7;43,8;39,3;83,1
01-01-2023 07:508;32,1;23;2,1;0;96;0;1,3;24,9;39,1;64
01-01-2023 01:509;33,9;24;0,8;0;73;0;0,6;12;15,1;27,1
01-01-2023 02:509;35,8;8;1,2;0;71;0;0,4;6,8;7,8;14,6
01-01-2023 03:509;27,3;9;1,4;0;309;0;1;10,2;32,6;42,8
01-01-2023 04:509;38,4;29;1,7;0,6;331;0;1;11;34,4;45,4
01-01-2023 05:509;38,9;27;1,9;0,2;280;0;1,1;19,2;30,6;49,8
01-01-2023 06:509;42,2;23;2,1;0;299;0;1,3;29,4;30,5;59,9
01-01-2023 07:509;35,6;29;1,1;0;324;0;1,8;45,5;33,7;79,3
01-01-2023 01:510;34,8;28;0,2;0;205;0;2,2;60,1;30,6;90,7
01-01-2023 02:510;27,7;22;0,6;0;145;0;1,4;37,4;18;55,4
01-01-2023 03:510;28,2;10;0,7;0;154;0;1,1;30,6;13,7;44,4
01-01-2023 04:510;22,4;10;0,8;0;107;0;0,8;21,1;10,8;31,9
01-01-2023 05:510;20,5;6;0,8;0;119;0;0,4;6,8;7,3;14,1
01-01-2023 06:510;14,8;6;0,8;0;108;0;0,4;6,2;6,4;12,6
01-01-2023 07:510;12,2;4;0,2;0,2;123;0;0,4;5,5;7,2;12,8
01-01-2023 01:511;11,6;6;0,5;0;142;0;0,4;5,2;7,7;13
01-01-2023 02:511;9,2;8;0,4;0;122;0;0,4;8,1;8,5;16,6
01-01-2023 03:511;7,2;6;0,5;0;147;0;0,4;5,7;8,9;14,6
01-01-2023 04:511;9,7;6;0,9;0;157;0;0,5;8,3;10,2;18,5
01-01-2023 05:511;7,9;7;0,6;0;134;0;0,8;30,3;9,3;39,6
01-01-2023 06:511;7;7;0,5;0;167;0;1,8;76,8;11,4;88,1
01-01-2023 07:511;0;20;0,4;0;211;0;2,2;97,6;23,2;120,8
01-01-2023 01:512;32,9;32;0,1;0;262;0;2,3;90,6;30,8;121,3
01-01-2023 02:512;32;32;1,1;0;308;0;2,4;83,1;44,5;127,7
01-01-2023 03:512;60,6;53;2,2;0;280;0;1,4;37,2;32,5;69,7
01-01-2023 04:512;66;40;0,8;0;331;0;1,2;25,3;31,9;57,2
01-01-2023 05:512;64,6;40;1,3;0;196;0;0,8;8,9;20,9;29,8
01-01-2023 06:512;60,1;18;3,4;0;214;0;0,3;5,2;5,8;11
01-01-2023 07:512;42,1;4;1,9;0;216;0;0,4;8,2;7,3;15,5
01-01-2023 01:513;30,1;3;2,1;0;112;0;0,3;5,4;5,1;10,5
01-01-2023 02:513;21,2;5;1,9;0;86;0;0,4;7,2;6,5;13,7
01-01-2023 03:513;14,7;4;2,8;0;86;0;0,6;8,9;9,1;17,9
01-01-2023 04:513;10,6;6;1,9;0;87;0;0,6;9,3;8,8;18
01-01-2023 05:513;12;6;1;0;160;0;0,5;9,3;9,7;19
01-01-2023 06:513;14,6;5;0,9;0;100;0;0,5;9,6;8,6;18,2
01-01-2023 07:513;10,7;5;0,9;0;160;0;0,4;7,4;7,8;15,2
01-01-2023 01:514;7,9;7;0,7;0;119;0;0,5;6,4;7,3;13,7
01-01-2023 02:514;6,2;6;0,7;0;115;0;0,4;7,6;6,7;14,3
01-01-2023 03:514;0;8;0,7;0;118;0;0,3;4,2;5,4;9,6
01-01-2023 04:514;6;6;0,4;0;137;0;0,3;4,1;5;9,1
01-01-2023 05:514;4,2;2;0,5;0;136;0;0,3;3,3;5,2;8,5
01-01-2023 06:514;5,5;2;0,1;0;176;0;0,4;9,2;9,5;18,7
01-01-2023 07:514;4,7;4;0,1;0;248;0;0,4;8,7;9,7;18,4
01-01-2023 01:515;0;6;0,3;0;146;0;0,8;32,1;11,9;44
01-01-2023 02:515;0;10;0,4;0,2;165;0;1,1;42,4;14,4;56,9
01-01-2023 03:515;0;16;1,3;0;177;0;0,7;18,4;10,2;28,6
01-01-2023 04:515;9;9;1,7;0;278;0;1,2;39,4;19,5;58,9
01-01-2023 05:515;14,3;8;0,4;0;6;0;0,8;26,7;14;40,7
01-01-2023 06:515;16,1;6;3,2;0;211;0;0,4;9,4;6,9;16,2
01-01-2023 07:515;14,5;6;4,5;0;209;0;0,3;5,4;4,7;10,1
01-01-2023 01:516;29,9;5;4,1;0;208;0;0,3;4,6;4,5;9
01-01-2023 02:516;21,4;4;1,5;0;177;0;0,3;5,2;4,5;9,7
01-01-2023 03:516;15,7;3;1,9;0;196;0;0,4;5,7;5,2;10,9
01-01-2023 04:516;11,8;3;2,6;0;212;0;0,4;6,8;5,8;12,6
01-01-2023 05:516;9,3;2;2,6;0;260;0;0,5;9,6;8,5;18,1
01-01-2023 06:516;7,1;4;2;0;171;0;0,4;5,1;5,4;10,5
01-01-2023 07:516;6;6;0,9;0;142;0;0,5;7,2;5,7;12,9
01-01-2023 01:517;0;6;2,2;0;194;0;0,4;5,2;5,9;11,1
01-01-2023 02:517;0;4;1,2;0;90;0;0,5;6,7;7,2;13,9
01-01-2023 03:517;3,1;3;0,8;0;91;0;0,7;11,9;9,1;21
01-01-2023 04:517;5;5;0,3;0;128;0;0,5;7,1;7,4;14,4
01-01-2023 05:517;4,2;3;0,5;0,1;91;0;0,4;4,9;6,3;11,1
01-01-2023 06:517;3,9;2;1,9;0,1;91;0;0,3;3,3;5,3;8,6
01-01-2023 07:517;5;5;0,8;0;133;0;0,3;2;3,9;5,9
01-01-2023 01:518;4,8;3;0,4;0;161;0;0,3;2,7;5,1;7,8
01-01-2023 02:518;4,5;3;0,4;0;174;0;0,3;3,4;5;8,3
01-01-2023 03:518;4,5;4;0,4;1,3;158;0;0,4;4,5;7,3;11,8
01-01-2023 04:518;4,6;4;0,6;0,3;132;0;0,5;12,2;8,6;20,8
01-01-2023 05:518;5;5;0,4;0;150;0;1,1;46,8;12,2;59
01-01-2023 06:518;0;14;0,4;0;63;0;0,8;22,8;11,8;34,7
01-01-2023 07:518;0;11;0,9;0;153;0;0,6;16,1;8,7;24,8
01-01-2023 01:519;5;5;0,6;0;293;0;0;0;0;0
01-01-2023 02:519;4,9;1;1,4;2;219;0;0;0;0;0
01-01-2023 03:519;5,4;3;3,8;0;203;0;0,3;4,9;4;8,9
01-01-2023 04:519;9,1;2;3,7;0;222;0;0,3;5,1;4,4;9,5
01-01-2023 05:519;8,1;2;3,2;0;204;0;0,3;5,1;4;9,1
01-01-2023 06:519;7,1;4;2,8;0;238;0;0,3;5,9;4,9;10,7
01-01-2023 07:519;5,7;2;2,3;0;267;0;0,4;9,7;6,3;16,1
01-01-2023 01:520;5,3;4;2,6;0;196;0;0,3;5,5;5,5;11
01-01-2023 02:520;0;7;1,1;0;192;0;0,5;7,3;7,2;14,5
01-01-2023 03:520;4;4;1,4;0;76;0;0,8;15,6;10,8;26,5
01-01-2023 04:520;2,8;2;1,5;0,1;175;0;0,5;8,8;7,3;16,1
01-01-2023 05:520;0;5;0;0,6;110;0;0,6;11,5;9,5;21
01-01-2023 06:520;0;8;0;0,1;153;0;0,7;16,2;8,8;24,9
01-01-2023 07:520;0;7;0;0;143;0;0,6;12,5;8,1;20,5
01-01-2023 01:521;0;7;0;0;151;0;0,6;14,3;9;23,4
01-01-2023 02:521;0;8;0;0;142;0;0,6;10,8;10,4;21,2
01-01-2023 03:521;0;5;0,5;0;135;0;0,5;7,9;8,8;16,6
01-01-2023 04:521;0;6;0,8;0;114;0;0,3;2,9;3,7;6,6
01-01-2023 05:521;0;5;1,1;0;113;0;0,2;2,4;3,5;5,9
01-01-2023 06:521;0;3;0,9;0;126;0;0,2;3,2;4,1;7,3
01-01-2023 07:521;0;4;0,6;0;99;0;0,4;8,5;9,6;18,1
01-01-2023 01:522;0;6;0,6;0,1;124;0;0,8;20,8;15;35,8
01-01-2023 02:522;0;4;0,7;0;114;0;0,7;13,3;13,7;27
01-01-2023 03:522;0;5;1,3;0;94;0;0,6;11,1;14,6;25,7
01-01-2023 04:522;0;5;0,1;0;41;0;0,4;9;11,5;20,5
01-01-2023 05:522;3,4;3;3,5;0;265;0;0,3;5;6,2;11,2
01-01-2023 06:522;3,9;2;2,5;0;270;0;0,3;5;5,3;10,3
01-01-2023 07:522;5;5;0,3;0;204;0;0,3;5,1;5,5;10,6
01-01-2023 01:523;0;7;2;0;132;0;0,3;4;4,8;8,8
01-01-2023 02:523;0;6;1,9;0;219;0;0,3;4,6;5;9,6
01-01-2023 03:523;5,5;3;3,3;0;202;0;0,3;3,4;4,8;8,2
01-01-2023 04:523;15,3;1;2;0;150;0;0,3;3,6;5;8,6
01-01-2023 05:523;11,9;1;2,1;0;89;0;0,5;5,5;7,7;13,2
01-01-2023 06:523;9,6;4;1,9;0;96;0;0,6;6,6;10;16,6
01-01-2023 07:523;6,8;5;1,3;0;120;0;0,4;4,5;6,9;11,4
01-01-2023 01:524;6,1;3;1,8;0;81;0;0,5;5,6;8,5;14,2
01-01-2023 02:524;6;6;0,9;0;132;0;0,4;4,2;7,4;11,6
01-01-2023 03:524;5;5;0,2;0;106;0;0,6;8,9;12,8;21,7
01-01-2023 04:524;4,1;3;0,6;0;140;0;0,7;11,2;14,7;25,9
01-01-2023 05:524;4,1;1;0,4;0;58;0;0,7;10,5;15,8;26,3
01-01-2023 06:524;6,1;1;0,7;0;129;0;0,7;13,7;16,6;30,2
01-01-2023 07:524;8;8;0,8;0;159;0;0,6;13;14,3;27,3
01-01-2023 01:525;0;9;0,6;0;136;0;0,4;8,1;10,1;18,2
01-01-2023 02:525;7,9;6;0,8;0;145;0;0,4;9,7;8;17,7
01-01-2023 03:525;7,5;4;0,6;0;150;0;0,7;23,6;12,7;36,3
01-01-2023 04:525;10;8;0,3;0;192;0;1,3;54;16,6;70,6
01-01-2023 05:525;0;22;1,3;0;311;0;1,8;82,5;26,1;108,5
01-01-2023 06:525;0;23;0,3;0;4;0;1,4;40;29,5;69,5
01-01-2023 07:525;29,4;20;1,2;0;257;0;0,7;14,5;17;31,5
01-01-2023 01:526;21,7;6;1;0;189;0;0,3;5,3;5,5;10,8
01-01-2023 02:526;23,4;3;3;0;217;0;0,2;3,6;4,1;7,7
01-01-2023 03:526;26,9;3;3,2;0;211;0;0,3;3;3,8;6,8
01-01-2023 04:526;21,9;4;3,2;0;209;0;0,3;2,5;3,6;6,1
01-01-2023 05:526;18,6;4;2,6;0;226;0;0,3;3,5;4,8;8,3
01-01-2023 06:526;13,7;2;3,1;0;249;0;0,3;2,5;4;6,5
01-01-2023 07:526;10,5;2;0,3;0;187;0;0,2;2,7;4,1;6,8
01-01-2023 01:527;8,2;5;1,4;0;177;0;0,3;3,5;5,8;9,3
01-01-2023 02:527;8;3;2,6;0;96;0;0,3;2,8;5;7,8
01-01-2023 03:527;5,6;3;0,8;0;110;0;0,5;7,6;13,7;21,3
01-01-2023 04:527;9;9;0,6;0;133;0;0,7;14,1;15;29,2
01-01-2023 05:527;0;7;0,8;0;138;0;0,6;11,6;13,3;24,9
01-01-2023 06:527;7,6;7;1,1;0;139;0;0,6;8,7;15,9;24,6
01-01-2023 07:527;10;10;0,8;0;129;0;0,7;12,2;18,5;30,7
01-01-2023 01:528;9,5;7;0,9;0;139;0;0,7;12,7;17,3;30
01-01-2023 02:528;11;11;1;0;136;0;0,7;14,1;16,3;30,4
01-01-2023 03:528;8,1;8;1;0;132;0;0,5;7,9;13,1;21
01-01-2023 04:528;14,5;6;1,2;0;139;0;0,5;8,9;10,7;19,7
01-01-2023 05:528;10,9;6;0,4;0;191;0;0,6;23,8;13,3;37,1
01-01-2023 06:528;8,8;7;0,3;0;94;0;1;36,3;15,8;52,1
01-01-2023 07:528;11,7;10;0,2;0;112;0;1;31,4;14,6;46
01-01-2023 01:529;16,5;9;0,2;0;202;0;0,8;23,6;16;39,7
01-01-2023 02:529;17,8;9;0,4;0;59;0;0,6;14,7;16;30,7
01-01-2023 03:529;18,8;9;0,9;0;142;0;0,2;2,3;4;6,3
01-01-2023 04:529;15,2;7;3,1;0;261;0;0,3;3,8;4,8;8,7
01-01-2023 05:529;12,8;4;2,5;0;239;0;0,3;3,4;4,4;7,8
01-01-2023 06:529;18,5;0;1,6;0;176;0;0,2;1,6;2,9;4,5
01-01-2023 07:529;14,1;0;1;0;131;0;0,2;1,3;2,6;3,9
01-01-2023 01:530;10,8;5;2,2;0;92;0;0,3;2,5;3,2;5,7
01-01-2023 02:530;7,9;6;1,9;0;95;0;0,3;2,3;3,4;5,6
01-01-2023 03:530;8,2;4;1,1;0;146;0;0,3;1,9;3,4;5,3
01-01-2023 04:530;10,5;1;1,5;0;142;0;0,3;3,1;4,4;7,5
01-01-2023 05:530;7,7;1;1,7;0;86;0;0,4;3;4,8;7,8
01-01-2023 06:530;6;6;1,3;0;142;0;0,4;3,2;5,2;8,5
01-01-2023 07:530;5,2;4;1,2;0;116;0;0,4;5,5;6,9;12,4
01-01-2023 01:531;6;6;1,2;0;120;0;0,5;6,7;7,1;13,7
01-01-2023 02:531;0;5;0,7;0;113;0;0,4;4,5;6,3;10,8
01-01-2023 03:531;0;6;1;0;146;0;0,5;5;10,1;15,1
01-01-2023 04:531;4,1;4;0,6;0,7;112;0;0,4;2,6;9,3;11,9
01-01-2023 05:531;4;4;0,9;1,3;155;0;0,5;4,1;10,8;14,9
01-01-2023 06:531;0;6;0,9;0;141;0;0,4;3,8;10,3;14
01-01-2023 07:531;0;6;0,3;0;121;0;0,4;2,1;7,3;9,4
01-01-2023 01:532;0;6;0,3;0,1;90;0;0,5;8,7;10;18,7
01-01-2023 02:532;0;9;0,3;0,8;167;0;0,7;22,5;10,8;33,4
01-01-2023 03:532;0;14;0,2;1,3;95;0;1;37,6;11,6;49,2
01-01-2023 04:532;0;15;0,3;0,9;113;0;1,5;54,4;19,3;73,7
01-01-2023 05:532;0;16;1,2;4;83;0;1,3;45,3;19,7;65
01-01-2023 06:532;0;16;0,6;0;317;0;1,4;50,3;21,8;72,1
01-01-2023 07:532;0;12;2,1;0;221;0;0;0;0;0
01-01-2023 01:533;7;7;3,6;0;207;0;0,4;6;5,9;11,9
01-01-2023 02:533;11,6;0;3,9;0,2;210;0;0,4;4,7;4,5;9,3
01-01-2023 03:533;9;4;2,9;0;209;0;0,4;4,8;5;9,8
01-01-2023 04:533;10,4;5;1,3;0;153;0;0,4;5,1;5,5;10,6
01-01-2023 05:533;13,3;3;2,1;0;158;0;0,4;6;5,7;11,7
01-01-2023 06:533;13,6;0;1,7;0;196;0;0,5;8;7,7;15,7
01-01-2023 07:533;10,5;5;1,3;0;171;0;0,5;5,8;7;12,8
01-01-2023 01:534;7,6;5;1,4;0,9;174;0;0,5;5,7;7,3;13
01-01-2023 02:534;7;7;1,9;2,2;173;0;0,5;8,3;9;17,3
01-01-2023 03:534;0;7;1,9;0,4;208;0;0,5;7,7;8,1;15,8
01-01-2023 04:534;0;5;2,9;0,1;202;0;0,4;5,2;5,8;11
01-01-2023 05:534;3,5;2;3;0;195;0;0,3;2,3;2,9;5,2
01-01-2023 06:534;6,4;0;0,9;0;115;0;0,3;1,5;3;4,4
01-01-2023 07:534;5,6;2;0,9;0;79;0;0,3;1,9;3,1;5
01-01-2023 01:535;4,7;3;0,8;0;88;0;0,3;1,6;2,5;4
01-01-2023 02:535;4,5;2;0,4;0;141;0;0,3;1,2;2,5;3,7
01-01-2023 03:535;4,2;1;0,7;0;95;0;0,3;1,4;2,9;4,4
01-01-2023 04:535;4;2;1,2;0;168;0;0,4;2,4;3,5;5,9
01-01-2023 05:535;3,7;1;0,6;0;120;0;0,5;9,4;7,6;17
01-01-2023 06:535;3,5;2;0,9;0;206;0;0,6;11,6;9,3;20,9
01-01-2023 07:535;4;4;2,9;0;204;0;0,5;6,6;8,5;15,2
01-01-2023 01:536;0;5;1,7;0;209;0;0,5;8;7,7;15,7
01-01-2023 02:536;0;8;2,5;0;209;0;0,5;9,2;8,6;17,8
01-01-2023 03:536;0;7;2,5;0;209;0;0,4;5,9;6,3;12,2
01-01-2023 04:536;3,9;3;2,7;0;207;0;0,4;5,7;6,1;11,8
01-01-2023 05:536;4,5;2;3;0;184;0;0,4;4,8;5,1;10
01-01-2023 06:536;5;5;2,4;0;191;0;0,4;4,3;5,1;9,5
01-01-2023 07:536;0;5;2;0;197;0;0,4;4;5;8,9
01-01-2023 01:537;6,4;1;3;0;89;0;0,4;4,2;4,8;9
01-01-2023 02:537;6;1;1,7;0;94;0;0,5;5,1;6,4;11,5
01-01-2023 03:537;8,6;3;1,9;0;89;0;0,7;7,9;8,3;16,2
01-01-2023 04:537;7;5;1,3;0;82;0;0,7;10,3;8,6;18,9
01-01-2023 05:537;8;8;1,7;0;80;0;0,8;14;10;24,1
01-01-2023 06:537;0;6;2,1;0;89;0;0,6;9,7;7,6;17,3
01-01-2023 07:537;8;6;2,1;0;83;0;0,4;5;5,2;10,2
01-01-2023 01:538;7,1;7;1,7;0;75;0;0,4;2,1;3,7;5,8
01-01-2023 02:538;7,7;5;2,2;0;78;0;0,4;2,5;3,3;5,8
01-01-2023 03:538;6,5;2;1,8;0;75;0;0,3;2;2,7;4,7
01-01-2023 04:538;5,8;2;0,7;0;114;0;0,3;1,5;3,1;4,7
01-01-2023 05:538;5,5;4;1,7;0;109;0;0,3;1,7;2,6;4,2
01-01-2023 06:538;4,8;2;0,7;0;143;0;0,3;2;3,3;5,3
01-01-2023 07:538;4,3;4;0,9;0;171;0;0,4;3,4;7,1;10,6
01-01-2023 01:539;4,2;3;0,9;0;118;0;0,5;12,1;8,3;20,4
01-01-2023 02:539;8;8;0,3;0;232;0;0,8;19,6;12;31,5
01-01-2023 03:539;0;9;2,2;0;248;0;0,6;14,4;10,8;25,2
01-01-2023 04:539;6,2;6;1,5;0;257;0;0,6;15,2;10,6;25,7
01-01-2023 05:539;5,6;3;0,7;0;183;0;0,5;10,9;7,9;18,8
01-01-2023 06:539;8,6;5;3,3;0;237;0;0,7;17,9;11,1;29
01-01-2023 07:539;7,4;4;0,5;0;190;0;0,5;7,1;6,1;13,2
01-01-2023 01:540;6,2;2;1,2;0;197;0;0,4;5,9;5,6;11,5
