;;;;;;;;;;
;;;;;;;;;;
DateTime;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb
01-01-2023 03:47;37,5;20;0,3;0;128;0;1,1;17,4;29,6;47
01-01-2023 04:47;26,8;14;0,7;1,5;142;0;0,8;10,1;21,9;32,1
01-01-2023 05:47;29,3;13;0,1;3,6;176;0;0,7;8,3;22,7;30,9
01-01-2023 06:47;21,4;11;0,4;0;147;0;0,8;12,2;26,8;39
01-01-2023 07:47;16,4;13;0,5;0;117;0;0,6;3,5;18,8;22,3
01-01-2023 01:48;13,2;7;0,4;3;130;0;0,4;2,6;15,3;17,9
01-01-2023 02:48;10,6;5;0,9;1,3;117;0;0,4;1,1;13,7;14,8
01-01-2023 03:48;11,5;4;0,6;0,1;140;0;0,3;2,5;9,9;12,4
01-01-2023 04:48;8,8;1;1,2;0;138;0;0,2;1,4;7,1;8,5
01-01-2023 05:48;7,4;6;0,7;0;158;0;0,3;1,8;6,9;8,8
01-01-2023 06:48;5,6;4;0,4;0;166;0;0,4;4;10;14
01-01-2023 07:48;5,2;1;0,8;0,1;203;0;0,5;8,6;13,2;21,8
01-01-2023 01:49;6;6;0,7;0;103;0;0,5;6,5;11,1;17,6
01-01-2023 02:49;7,3;6;2,9;0;94;0;0,6;9,7;14,2;23,9
01-01-2023 03:49;6;6;1,9;0;87;0;0,5;7;13,3;20,4
01-01-2023 04:49;6;6;0,7;0;155;0;0,4;3,2;10;13,2
01-01-2023 05:49;8,3;8;0,7;0;116;0;0,4;2,5;8,3;10,8
01-01-2023 06:49;16,5;11;1,2;0;96;0;0,3;1,3;4,9;6,2
01-01-2023 07:49;13,3;6;0,8;0;166;0;0,3;2,3;6,6;8,9
01-01-2023 01:50;10,4;6;5;0;294;0;0,6;4,3;16,2;20,5
01-01-2023 02:50;0;19;1,3;1,8;316;0;0,6;2,6;19,5;22,1
01-01-2023 03:50;0;24;0,7;4,2;159;0;0,6;2,8;20,6;23,5
01-01-2023 04:50;0;18;0,4;0;107;0;0,8;5,5;20,9;26,4
01-01-2023 05:50;14,1;14;0,9;0;129;0;0,7;6,1;18,6;24,7
01-01-2023 06:50;17;17;1,1;0;133;0;0,6;8,5;15,5;24
01-01-2023 07:50;19,5;18;0,1;0;101;0;0,7;11,2;18,4;29,6
01-01-2023 01:51;15;15;0,4;0,1;107;0;0,7;10,6;19,8;30,5
01-01-2023 02:51;14;14;0,9;0;280;0;0,6;5;21,2;26,2
01-01-2023 03:51;14,4;11;0,3;0;237;0;0,6;3,5;18,2;21,8
01-01-2023 04:51;13,7;9;0,2;0;135;0;0,5;2,1;18,8;20,9
01-01-2023 05:51;10,6;6;0,4;0;168;0;0,4;1,7;13,7;15,4
01-01-2023 06:51;8;7;0,6;0;142;0;0,3;1,4;7,3;8,7
01-01-2023 07:51;11;11;0,5;0;168;0;0,2;1,6;5,4;7
01-01-2023 01:52;7,5;6;0,9;0;164;0;0,3;5;8;13
01-01-2023 02:52;13,5;6;0,6;0;130;0;0,6;17,1;13,9;31
01-01-2023 03:52;10,7;6;0,7;0;114;0;1,1;36,9;16,3;53,2
01-01-2023 04:52;12,5;8;1;0;107;0;0,9;24,2;15,6;39,9
01-01-2023 05:52;13;13;0,3;0;198;0;0,8;17,5;19,9;37,4
01-01-2023 06:52;21,7;16;0,5;0;245;0;1,2;30,7;35,6;66,2
01-01-2023 07:52;0;26;0,3;0;117;0;0,4;7,5;12,7;20,2
01-01-2023 01:53;17,6;8;1,3;0;261;0;0,4;5,8;12,2;18
01-01-2023 02:53;18,9;10;3;0;92;0;0,3;4,7;7,5;12,2
01-01-2023 03:53;14,1;6;1,3;0;325;0;0,6;6;18,6;24,5
01-01-2023 04:53;20;20;3,6;0;301;0;0,7;6,2;23,5;29,7
01-01-2023 05:53;19;19;0,5;1,2;62;0;0,8;8;28,2;36,2
01-01-2023 06:53;25;25;2,1;0;259;0;0,7;6,8;25,3;32,1
01-01-2023 07:53;25,7;18;2,4;0;293;0;1;7,5;32,3;39,8
01-01-2023 01:54;26,4;20;1,4;0;298;0;1,8;19,8;40,3;60,1
01-01-2023 02:54;30,5;21;0,7;0;152;0;1,5;31,3;31,9;63,2
01-01-2023 03:54;33,2;20;0,2;0;134;0;1,4;33,4;29,9;63,3
01-01-2023 04:54;34,4;19;0,4;0;303;0;1,4;28,4;36,5;64,9
01-01-2023 05:54;27,5;26;0,3;0;260;0;1,4;31,6;30,5;62,1
01-01-2023 06:54;42,4;22;0,4;0;163;0;1,2;25,1;28,2;53,3
01-01-2023 07:54;37,3;22;0,3;0;317;0;1;15,7;31,5;47,2
01-01-2023 01:55;41,3;20;0,4;0;304;0;0,8;8,2;30,6;38,8
01-01-2023 02:55;35,8;26;0,6;0;326;0;0,4;1;20,6;21,7
01-01-2023 03:55;36,5;17;0,2;0;62;0;0,4;2,4;17,7;20,1
01-01-2023 04:55;30,6;18;0,5;0;320;0;0,5;6,3;29,8;36,1
01-01-2023 05:55;34,1;26;0,2;0;34;0;0,8;31,6;33,9;65,5
01-01-2023 06:55;32,8;31;0,6;0;155;0;1;38,9;16;54,8
01-01-2023 07:55;40,2;27;0,7;0;107;0;1,6;57,5;24,6;82
01-01-2023 01:56;45,5;32;0,2;0;196;0;1,8;69,5;39,9;109,4
01-01-2023 02:56;48,8;46;0,3;0;87;0;2,4;76,4;67,7;144,2
01-01-2023 03:56;73,7;61;0,7;0;52;0;1,8;39;67,1;106,2
01-01-2023 04:56;93,1;60;1,9;0;308;0;1,3;16,8;49,5;66,3
01-01-2023 05:56;100,3;49;3,7;0;276;0;0,7;7,6;30,8;38,4
01-01-2023 06:56;79,7;27;0,6;4,8;279;0;0,7;8,1;27,4;35,5
01-01-2023 07:56;65,2;25;1,2;0;181;0;0,9;21,7;29,2;51
01-01-2023 01:57;50,8;17;1,3;0;246;0;0,7;11,9;25,3;37,2
01-01-2023 02:57;41,4;15;1,9;16,5;100;0;1,1;16;33,7;49,8
01-01-2023 03:57;35,5;25;1,1;10,2;114;0;1;14,7;25,9;40,6
01-01-2023 04:57;32,4;17;1,3;0;96;0;1;13,3;24,6;37,9
01-01-2023 05:57;23,1;11;1;0;123;0;0,6;10,6;17;27,6
01-01-2023 06:57;18,2;7;0,6;0;132;0;1;29,1;26,4;55,6
01-01-2023 07:57;18,4;13;0,8;0;120;0;1,3;39,9;25,7;65,5
01-01-2023 01:58;19;19;1;0;145;0;0,8;14,1;23,2;37,4
01-01-2023 02:58;21,7;13;0,6;0;158;0;0,7;11,4;20,2;31,6
01-01-2023 03:58;19,5;13;0,9;0;149;0;0,6;7;16,9;23,9
01-01-2023 04:58;22,3;14;0,8;0;123;0;0,6;4,9;15,7;20,6
01-01-2023 05:58;19,5;11;0,5;0;91;0;0,6;6,1;16,4;22,5
01-01-2023 06:58;21,5;9;0,7;0;125;0;0,6;6,8;18;24,8
01-01-2023 07:58;20;20;1,1;0;132;0;0,5;6,3;14,4;20,7
01-01-2023 01:59;16;16;0,9;0;167;0;0,8;27,4;18,4;45,9
01-01-2023 02:59;17,2;17;0,5;0;150;0;1,6;57,3;22,4;79,7
01-01-2023 03:59;17;17;0,4;0;137;0;1,7;56,7;22,7;79,4
01-01-2023 04:59;25,7;20;0,7;0,1;78;0;2;73,1;37,4;110,6
01-01-2023 05:59;34,3;30;2;0;84;0;1,1;31,4;27,5;59
01-01-2023 06:59;28,4;14;0,8;0;72;0;0,3;4,7;9,9;14,7
01-01-2023 07:59;21;9;3,3;0;96;0;0,4;5,7;11,1;16,8
01-01-2023 01:60;33,9;7;0,3;0;142;0;0,4;5,7;10,7;16,4
01-01-2023 02:60;30,2;6;0,5;0;199;0;0,5;4,6;16,7;21,2
01-01-2023 03:60;28,8;12;5,1;0;250;0;0,8;5,5;33,3;38,8
01-01-2023 04:60;34;34;1,5;13,9;113;0;0,6;3,7;25,6;29,3
01-01-2023 05:60;25,4;22;1,2;2,1;112;0;0,5;5,1;17,6;22,7
01-01-2023 06:60;22,5;17;1,3;1,3;149;0;0,8;7,3;22,6;30
01-01-2023 07:60;27,2;13;1,6;0,3;144;0;1;12,8;27,7;40,5
01-01-2023 01:61;19,3;17;1,2;0;145;0;0,8;14,7;23,9;38,7
01-01-2023 02:61;14,7;13;1,2;0,4;91;0;0,9;14,7;31,7;46,4
01-01-2023 03:61;17,6;17;0,7;0;195;0;1;17;30,1;47,1
01-01-2023 04:61;13,5;11;0,7;0;144;0;0,6;8,4;17,4;25,8
01-01-2023 05:61;10,5;7;1;0;144;0;0,5;5;15,7;20,8
01-01-2023 06:61;16,4;8;0,5;0;126;0;0,4;2,7;11,9;14,6
01-01-2023 07:61;12,6;5;1;0;148;0;0,3;1,8;8,1;9,9
01-01-2023 01:62;10,3;2;0,9;0;140;0;0,2;1,2;5,8;7
01-01-2023 02:62;11;4;0,9;0;118;0;0,3;2;7,2;9,2
01-01-2023 03:62;8,4;8;0,8;0;142;0;0,3;3,7;9,4;13,1
01-01-2023 04:62;7;7;0,5;0;134;0;0,6;19;14,2;33,1
01-01-2023 05:62;11,4;9;0,3;0;167;0;1,3;50,4;18,4;68,8
01-01-2023 06:62;0;17;0,6;0;115;0;2;82,2;22,7;104,9
01-01-2023 07:62;0;26;0,7;0;122;0;1,5;52,4;29,5;81,8
01-01-2023 01:63;26,7;24;1,1;0;121;0;0;0;0;0
01-01-2023 02:63;34;34;2;0;94;0;0;0;0;0
01-01-2023 03:63;35,5;33;2;0;81;0;0,6;9,2;17,1;26,3
01-01-2023 04:63;47,8;10;0,6;0;67;0;0,7;8,1;22,7;30,9
01-01-2023 05:63;41,1;19;2;0;261;0;0,6;4,9;22,3;27,1
01-01-2023 06:63;29,6;21;1,7;0;77;0;0,6;5,1;21,4;26,5
01-01-2023 07:63;32,4;16;2,4;0,3;92;0;0,4;4,4;9,1;13,5
01-01-2023 01:64;26,4;5;0,7;5,5;305;0;0,8;14,9;28,8;43,7
01-01-2023 02:64;18,9;13;1,5;0,9;259;0;1,8;51,8;39,1;90,9
01-01-2023 03:64;24;24;0,9;0,2;139;0;1,7;41;30,8;71,8
01-01-2023 04:64;15,1;12;0,8;0;124;0;1,2;35,1;25,1;60,2
01-01-2023 05:64;11,6;11;1,4;0,3;130;0;0,9;29,4;21,6;51
01-01-2023 06:64;11,6;11;1,1;0,2;147;0;0,6;10,4;19,1;29,5
01-01-2023 07:64;11,4;10;0,8;0,1;140;0;0,5;7,8;16;23,8
01-01-2023 01:65;12,7;11;0,9;0;121;0;0,5;8,6;15,4;24
01-01-2023 02:65;12,1;7;0,6;0;150;0;0,7;9,1;18,5;27,6
01-01-2023 03:65;9;7;0,6;0;151;0;0,7;8,4;20,4;28,8
01-01-2023 04:65;13;13;0,7;0;130;0;0,7;6,3;19,1;25,3
01-01-2023 05:65;18,6;9;0,7;0;142;0;0,7;8,3;18,7;26,9
01-01-2023 06:65;17,6;12;0,4;0;159;0;0,8;16,4;18,5;34,9
01-01-2023 07:65;17,9;15;0,3;0;159;0;1,1;35,3;20,1;55,4
01-01-2023 01:66;18;18;2,3;0;86;0;0,8;23,6;18,5;42,1
01-01-2023 02:66;14,3;13;1,2;0;76;0;0,6;11,2;14,5;25,7
01-01-2023 03:66;14,5;11;0,8;0;99;0;0,9;29,6;19,3;48,9
01-01-2023 04:66;20,2;11;1,5;0;89;0;0,4;9,3;10,9;20,2
01-01-2023 05:66;14,4;8;3,7;0,1;82;0;0,3;5,4;7,6;13
01-01-2023 06:66;11;5;4,8;0;86;0;0,3;3,7;5,5;9,2
01-01-2023 07:66;13;13;3,7;0;83;0;0,5;4,6;7,4;11,9
01-01-2023 01:67;11,4;9;3,4;0;83;0;0,4;4;7,8;11,9
01-01-2023 02:67;8,6;7;3;0;91;0;0,4;5;9,2;14,1
01-01-2023 03:67;8;8;1,7;0;112;0;0,4;4,9;8,8;13,8
01-01-2023 04:67;14,5;8;0,5;0;243;0;2,8;12,8;17,4;30,2
01-01-2023 05:67;15,1;13;2,7;0;92;0;0,5;6,7;9,7;16,4
01-01-2023 06:67;13;13;0,9;0;130;0;0,5;5,5;11,2;16,7
01-01-2023 07:67;10,5;6;1,4;0;104;0;0,4;4,9;9,8;14,7
01-01-2023 01:68;10;10;1,3;0;97;0;0,5;8,9;12,9;21,8
01-01-2023 02:68;13;13;1,1;0;86;0;0,5;9,7;12,8;22,5
01-01-2023 03:68;12,6;11;1,2;0;86;0;0,4;5,9;9,3;15,2
01-01-2023 04:68;13;13;0,4;0;75;0;0,4;5,6;10,5;16,1
01-01-2023 05:68;14;14;0,3;0;67;0;0,5;6,8;13,6;20,4
01-01-2023 06:68;14,9;10;0,7;0;74;0;0,5;3,8;12,3;16,2
01-01-2023 07:68;14,3;11;0,8;0;85;0;0,5;7,8;20,8;28,6
01-01-2023 01:69;12;12;1,1;0;210;0;0,3;1,7;8,5;10,2
01-01-2023 02:69;14,6;9;0,1;0;262;0;0,5;9,7;19,9;29,6
01-01-2023 03:69;22,8;10;0,4;0;355;0;0,5;13,4;19,9;33,3
01-01-2023 04:69;17,3;15;0,7;0;127;0;1;32,3;21,3;53,5
01-01-2023 05:69;17,5;15;0,4;0;184;0;1,1;39,3;24,6;63,9
01-01-2023 06:69;23,3;21;1,8;0;217;0;0,6;18,3;18,3;36,6
01-01-2023 07:69;18,3;13;1,3;0;187;0;0,3;4,3;8,3;12,6
01-01-2023 01:70;13,3;11;1,2;0;227;0;0,3;2,9;6,6;9,5
01-01-2023 02:70;18,9;14;0,7;0;77;0;0,4;3,3;7,2;10,5
01-01-2023 03:70;20,9;11;1,3;0;78;0;0,3;2,5;7,9;10,4
01-01-2023 04:70;19,9;12;1,4;0;98;0;0,4;2,9;7,1;10
01-01-2023 05:70;21,5;8;2,4;0;96;0;0,3;2,6;5,7;8,3
01-01-2023 06:70;15,3;6;1,5;0;172;0;0,4;3,2;8,5;11,6
01-01-2023 07:70;11,8;6;4,2;0,2;203;0;0,4;3,6;10,6;14,2
01-01-2023 01:71;9,1;7;0,8;0;135;0;0,4;2,7;8,5;11,1
01-01-2023 02:71;10;10;1,5;0;89;0;0,5;6,4;12,4;18,7
01-01-2023 03:71;0;10;0,7;0;113;0;0,7;10,1;19,3;29,4
01-01-2023 04:71;12,4;6;1,2;0;131;0;0,9;19,4;19,8;39,2
01-01-2023 05:71;10;10;1;0;120;0;0,6;12;13,6;25,6
01-01-2023 06:71;14,3;10;0,7;0;132;0;0,8;16,7;16,9;33,6
01-01-2023 07:71;11,3;8;1,2;0;121;0;0,7;15,1;14,6;29,8
01-01-2023 01:72;12;12;1,5;0;136;0;0,6;8,6;14,2;22,9
01-01-2023 02:72;11;11;0,7;0;151;0;0,6;10,9;14,8;25,8
01-01-2023 03:72;11;9;0,9;0;158;0;0,5;8,3;12,9;21,2
01-01-2023 04:72;15;7;0,5;0;149;0;0,5;8,2;14,6;22,8
01-01-2023 05:72;11;6;0,4;0;175;0;0,6;13,8;17,1;30,9
01-01-2023 06:72;14,4;8;0,4;0;167;0;0,7;15,7;17,4;33,1
01-01-2023 07:72;17,8;12;0,8;0;222;0;0,8;20,2;17,4;37,6
01-01-2023 01:73;14;14;0,1;0;304;0;0,9;29,4;24,6;54
01-01-2023 02:73;18;14;1,3;0;193;0;0,3;3,7;8,3;12
01-01-2023 03:73;20,6;8;1,9;0;248;0;0,3;4,1;6,1;10,2
01-01-2023 04:73;15;4;1,9;0;240;0;0,3;4;5,7;9,7
01-01-2023 05:73;11,4;6;1,7;0;120;0;0,3;1,6;3,6;5,2
01-01-2023 06:73;9,9;6;2,2;0;117;0;0,3;0,9;2,9;3,8
01-01-2023 07:73;7,8;4;2,8;0;107;0;0,3;0,8;2,8;3,7
01-01-2023 01:74;12,3;7;3,1;0;102;0;0,3;1,6;3,6;5,2
01-01-2023 02:74;11,2;7;3,6;0;168;0;0,3;1,4;3,4;4,8
01-01-2023 03:74;8;5;2,6;0;121;0;0,3;2,7;4,6;7,2
01-01-2023 04:74;7;7;1,6;0;146;0;0,4;2,9;5,4;8,3
01-01-2023 05:74;8,6;6;1,3;0;108;0;0,5;4,3;7,8;12,1
01-01-2023 06:74;9;9;0,6;0;178;0;0,5;4,5;8,3;12,8
01-01-2023 07:74;11,5;9;1,2;0;121;0;0,6;8,8;10,8;19,6
01-01-2023 01:75;8,7;8;1;0;118;0;0,5;8,7;9,6;18,4
01-01-2023 02:75;7,3;6;0,9;0;132;0;0,5;7,2;9,7;16,9
01-01-2023 03:75;9,2;6;1;0;131;0;0,5;3;12,1;15,1
01-01-2023 04:75;12,7;5;1;0;140;0;0,3;2;7,3;9,3
01-01-2023 05:75;9,5;1;1,3;0;135;0;0,3;1,2;4,5;5,6
01-01-2023 06:75;7,4;4;1,9;0;98;0;0,2;1;2,5;3,5
01-01-2023 07:75;6,1;3;0,9;0;154;0;0,2;0,9;2,8;3,7
01-01-2023 01:76;5,6;4;1,2;0;112;0;0,3;4,8;6,3;11
01-01-2023 02:76;6,5;5;1,2;0;129;0;0,5;12,4;8,9;21,2
01-01-2023 03:76;10;5;0,8;0;125;0;1,1;38,5;16;54,5
01-01-2023 04:76;13;13;0,6;0;187;0;1,9;82,6;24,9;107,5
01-01-2023 05:76;20;20;1,1;0;78;0;1,3;45,8;23,9;69,7
01-01-2023 06:76;17;17;1,6;0;88;0;0,4;6,2;7,9;14,1
01-01-2023 07:76;11,9;6;1,5;0;93;0;0,3;4,5;6;10,4
01-01-2023 01:77;18,9;8;0,5;0;187;0;0,4;5,7;6,3;12
01-01-2023 02:77;26;7;1,5;0;111;0;0,4;4,9;6,1;11
01-01-2023 03:77;18,5;4;5,2;0;84;0;0,3;3,7;4,4;8,1
01-01-2023 04:77;13,6;6;2,9;0;81;0;0,3;4,3;5,1;9,5
01-01-2023 05:77;10,6;3;0,7;0;73;0;0,4;6,1;6,9;13
01-01-2023 06:77;7,8;0;0,5;0;73;0;0,5;7,4;8,1;15,5
01-01-2023 07:77;5,6;3;2,4;0;78;0;0,4;5,8;7,6;13,4
01-01-2023 01:78;0;5;1,1;0;45;0;0,5;9,4;10;19,4
01-01-2023 02:78;5;5;0,5;0;88;0;0,7;20,3;13,8;34,1
01-01-2023 03:78;8;8;1,5;0;96;0;0,4;4,6;6,1;10,8
01-01-2023 04:78;6,3;3;1,5;0;78;0;0,3;3,2;5;8,2
01-01-2023 05:78;5,5;0;2,4;0;89;0;0,3;2,3;4,9;7,2
01-01-2023 06:78;5,2;0;2,3;0;96;0;0,3;1,4;3,6;5
01-01-2023 07:78;4,5;3;2,9;0;97;0;0,2;0,8;2,4;3,2
01-01-2023 01:79;4,2;3;1,9;0;98;0;0,2;0,6;2,1;2,8
01-01-2023 02:79;4;2;1;0;87;0;0,2;0,7;2,4;3,1
01-01-2023 03:79;3,8;0;1,1;0;119;0;0,3;1,1;3,2;4,3
01-01-2023 04:79;3,8;1;0,6;0;162;0;0,3;6;5,7;11,7
01-01-2023 05:79;0;7;0,9;0;139;0;0,6;20,2;10;30,2
01-01-2023 06:79;0;7;0,9;0;134;0;1,3;53,9;16,5;70,3
01-01-2023 07:79;0;18;0,5;0;207;0;2,2;89,7;24;113,7
01-01-2023 01:80;0;22;1,5;0;272;0;1,6;58,7;25,7;84,4
01-01-2023 02:80;0;14;1,8;0;306;0;0,8;21,7;15,1;36,7
01-01-2023 03:80;8,6;7;1,7;0;88;0;0,6;15;10,6;25,6
01-01-2023 04:80;10,8;2;3,1;0;105;0;0,3;4,3;4,5;8,8
01-01-2023 05:80;20,4;4;2,6;0;105;0;0,3;4,4;4,5;8,8
01-01-2023 06:80;15;4;2;0;133;0;0,4;4,6;5,5;10,1
01-01-2023 07:80;11,4;2;3,9;0;89;0;0,3;3,4;5;8,4
01-01-2023 01:81;9;2;2,8;0;97;0;0,4;4,7;6,9;11,6
01-01-2023 02:81;6,5;4;2,1;0;247;0;0,5;6,2;10,3;16,5
01-01-2023 03:81;5;5;1,3;0;65;0;0,5;6,7;10,2;16,9
01-01-2023 04:81;10;6;1,9;0;87;0;0,7;9,3;13,3;22,5
01-01-2023 05:81;7,5;6;0,9;0;84;0;0,5;7,6;10,9;18,6
01-01-2023 06:81;10;10;1;0;94;0;0,5;6,9;10,7;17,5
01-01-2023 07:81;9;9;0,6;0;111;0;0,6;10,5;13,6;24
01-01-2023 01:82;11,2;10;1;0;104;0;0,6;10,7;13,4;24,2
01-01-2023 02:82;10;10;2,5;0;89;0;0,3;4,1;6;10,1
01-01-2023 03:82;6,8;6;2;0;85;0;0,3;0,7;2,5;3,2
01-01-2023 04:82;13,9;4;1,5;0;110;0;0,3;0,6;2,6;3,2
01-01-2023 05:82;9,9;3;1,2;0;136;0;0,3;0,9;3,8;4,7
01-01-2023 06:82;7,7;1;0,8;0;128;0;0,3;1,5;5,5;7
01-01-2023 07:82;6,5;6;0,9;0;135;0;0,4;6,7;9,1;15,8
01-01-2023 01:83;7;7;1,1;0;136;0;0,7;20,6;12,8;33,4
01-01-2023 02:83;7;7;1;0;154;0;1,6;54,6;20,5;75,1
01-01-2023 03:83;15,1;12;1;0;125;0;2,1;87,2;26,6;113,9
01-01-2023 04:83;20;17;0,1;0;87;0;2,4;102,8;48,4;151,2
01-01-2023 05:83;34,2;31;0,9;0;19;0;1,5;41,9;37,4;79,3
01-01-2023 06:83;36,8;20;1,7;0;296;0;1;20,5;28,7;49,1
01-01-2023 07:83;34;11;1,9;0;297;0;1;19,5;33,2;52,6
01-01-2023 01:84;42,6;27;0,9;0;313;0;0,8;9,9;26,1;36
01-01-2023 02:84;48;22;0,9;0;289;0;0,9;7,5;28,4;35,9
01-01-2023 03:84;34,1;23;0,4;0;359;0;0,9;4,9;27,8;32,7
01-01-2023 04:84;39;22;1,4;0;294;0;1,1;9;33,6;42,7
01-01-2023 05:84;51;26;1,5;0;338;0;1,1;14,8;32,4;47,2
01-01-2023 06:84;53,3;22;1,1;0;340;0;1,1;13,3;30,6;43,9
01-01-2023 07:84;43,1;22;2;0;82;0;0,7;6,2;13,1;19,4
01-01-2023 01:85;30;16;1,1;0;95;0;0,6;6,2;11,5;17,7
01-01-2023 02:85;24,7;14;1,8;0;86;0;0,4;3,4;7,3;10,7
01-01-2023 03:85;18,2;11;1,1;0;116;0;0,5;4,6;10,2;14,7
01-01-2023 04:85;14,4;12;1,1;0;126;0;0,7;9;14,2;23,2
01-01-2023 05:85;16,3;13;0,9;0;134;0;0,7;12,1;16,9;29
01-01-2023 06:85;27,2;10;1,3;0;132;0;0,6;12,5;17,1;29,6
01-01-2023 07:85;23,7;13;1,2;0;140;0;0,4;7,5;12,5;20
01-01-2023 01:86;19,8;12;1,1;0;134;0;0,2;1,8;7,8;9,7
01-01-2023 02:86;14,8;10;1,1;0;131;0;0,2;1,4;6,7;8,2
01-01-2023 03:86;11,5;8;0,9;0;120;0;0,2;2,4;7,2;9,6
01-01-2023 04:86;9,2;7;0,8;0;131;0;0,5;20,7;16,3;37
01-01-2023 05:86;11;11;1,6;0;137;0;0,8;25,3;20,2;45,5
01-01-2023 06:86;12;12;1,5;0;133;0;1,3;50,1;20,7;70,8
01-01-2023 07:86;16,7;13;1,5;0;126;0;1,2;42,6;28,4;71,1
01-01-2023 01:87;23;22;0,9;0;46;0;1,3;45,1;41,3;86,4
01-01-2023 02:87;35,5;22;1,3;0;135;0;0,3;9,8;12,2;22
01-01-2023 03:87;25,8;4;1,9;0;150;0;0,1;3,4;5,1;8,5
01-01-2023 04:87;35,3;4;1,7;0;122;0;0,1;3,9;5,6;9,5
01-01-2023 05:87;25,9;3;3,8;0;98;0;0,2;3,1;4,6;7,8
01-01-2023 06:87;18,8;1;3,3;0;95;0;0,2;4,3;6;10,3
01-01-2023 07:87;15,5;1;3;0;100;0;0,2;4,1;6,2;10,4
01-01-2023 01:88;11,1;4;2,2;0;303;0;0,8;5,8;24,9;30,7
01-01-2023 02:88;26,8;26,8;1;0;17;0;0,8;2,8;23,2;26
01-01-2023 03:88;25,4;16;0,6;0;111;0;0,7;4,5;19,6;24,1
01-01-2023 04:88;25,6;17;1,3;0;145;0;0,8;5,3;25,3;30,6
01-01-2023 05:88;21,3;21,3;0,6;0;102;0;0,9;10,2;26,6;36,8
01-01-2023 06:88;19,4;19,4;1,1;0;135;0;1,1;16,5;31,7;48,2
01-01-2023 07:88;30,9;26;0,6;0;144;0;1,1;16;30;46
01-01-2023 01:89;29;22;0,8;0;141;0;0,9;11,1;24,4;35,5
01-01-2023 02:89;32,4;20;0,4;0;129;0;0,8;9,2;26,3;35,5
01-01-2023 03:89;34,6;23;0,8;0;131;0;0,8;10,6;27;37,7
01-01-2023 04:89;29,7;25;0,7;0;145;0;0,6;6;22,6;28,6
01-01-2023 05:89;28,1;23;0,9;0;134;0;0,4;2,6;15,4;18
01-01-2023 06:89;34;19;0,6;0;131;0;0,4;5,6;15,7;21,2
01-01-2023 07:89;29,9;20;0,8;0;138;0;0,7;25;19,9;44,9
01-01-2023 01:90;24,9;21;0,6;0;161;0;1,5;68;22,7;90,7
01-01-2023 02:90;34,1;21;0,7;0;196;0;2;89,9;26,2;116,1
01-01-2023 03:90;42,7;24;1;0;95;0;1,9;88,6;47,9;136,4
01-01-2023 04:90;47,3;38;0,5;0;82;0;2;74,9;65,8;140,7
01-01-2023 05:90;71,5;44;0,9;0;72;0;1;22,9;38,4;61,3
01-01-2023 06:90;55,8;25;0,9;0;45;0;0,6;9,8;26,4;36,2
01-01-2023 07:90;63,2;17;2;0;277;0;0,5;8,2;22,7;30,8
01-01-2023 01:91;58,7;14;0,8;0;297;0;0,4;4,7;17,1;21,8
01-01-2023 02:91;42,3;10;5,4;0;289;0;0,7;4,5;27,6;32
01-01-2023 03:91;50,1;29;4,9;0;288;0;0,7;4;25,1;29,1
01-01-2023 04:91;55,3;30;5,3;0;287;0;0,8;4;27;31
01-01-2023 05:91;57,1;28;4,7;0;279;0;0,8;2,7;27,6;30,3
01-01-2023 06:91;51,2;29;3,7;0;278;0;1,1;4,7;37,8;42,5
01-01-2023 07:91;46,6;42;0,8;0;322;0;1,2;5,3;47,2;52,5
01-01-2023 01:92;57,2;39;0,2;0;18;0;0,7;5,2;26,1;31,3
01-01-2023 02:92;43,8;14;1,5;0;266;0;1;15,9;35,6;51,4
01-01-2023 03:92;30,8;24;0,6;0;149;0;1;16,7;32,8;49,5
01-01-2023 04:92;39,3;23;0,7;0;125;0;0,9;9,4;31,3;40,7
01-01-2023 05:92;40,9;23;0,6;0;139;0;1;12,5;29,2;41,7
01-01-2023 06:92;41,9;28;0,7;0;132;0;0,9;14,6;30,1;44,7
01-01-2023 07:92;37,4;31;0,6;0;148;0;0,8;12,9;27,6;40,5
01-01-2023 01:93;32,7;25;0,6;0;137;0;0,8;14;24,5;38,6
01-01-2023 02:93;36,6;25;0,6;0;102;0;0,7;14,3;23,8;38,1
01-01-2023 03:93;37,5;27;0,9;0;133;0;0,6;14,1;18,9;33
01-01-2023 04:93;42,3;23;0,9;0;132;0;0,9;29;22,2;51,2
01-01-2023 05:93;32,7;23;0,7;0;137;0;1,1;38,5;22,2;60,7
01-01-2023 06:93;32,2;28;1,2;0;70;0;1,1;41,1;31,8;72,9
01-01-2023 07:93;40,9;31;1,6;0;96;0;1,2;27,8;43,5;71,3
01-01-2023 01:94;56,1;42;1,1;0;333;0;1,2;19,5;46,7;66,2
01-01-2023 02:94;50,9;39;1,4;0;60;0;0,9;11,6;36,7;48,3
01-01-2023 03:94;49,2;30;2,7;0;296;0;0,6;5,4;21,3;26,7
01-01-2023 04:94;46,5;25;3,7;0;308;0;0,8;3,7;29;32,8
01-01-2023 05:94;52,9;38;3,4;0;319;0;0,8;5,5;28,1;33,6
